0 , 0
1 , 24
2 , 0
3 , 32
4 , 43
5 , 30
6 , 29
7 , 36
8 , 33
9 , 30
10 , 29
11 , 29
12 , 30
13 , 27
14 , 30
15 , 25
16 , 29
17 , 20
18 , 29
19 , 30
20 , 28
21 , 29
22 , 17
23 , 44
